stationid,highwayid,milepost,locationtext,length,upstream,downstream,numberlanes,length_mid,downstream_mile,upstream_mile,agencyid,opposite_stationid,segment_geom,station_geom,start_date,end_date,lon,lat,detectortype,detectorlocation,agency,region,active_dates,id,station_location_id
3002,3,10.2,Park Place (2DS078) @ NB I-205 MP10.2,0.500,1041,1144,3,0.500,10.325,9.825,271,,0102000020110F00000D000000A60A4605F0066AC1A023B9903EAC554106819517EE066AC160E5D07644AC5541B6847C34EA066AC1E8D022EF51AC55419A9999E7E6066AC158C1A8D45DAC5541E258173DE5066AC1C0C117E264AC5541A0F831EEE3066AC1A080261A6BAC5541D066D59DE2066AC1806ABC4C71AC55419C33A268E1066AC1F07C3F2D78AC55412FDD240CE0066AC1C0F5285882AC5541B5A679A7DE066AC1206C786A8DAC55410BB5A6B7D6066AC1C820B04ACDAC5541501E16E8CF066AC1684DF3FA01AD5541448B6CFBCD066AC198BB968811AD5541,0101000020110F00001F6689E942076AC1CA119BD08FAB5541,2015-03-10 12:23:20-07,,-122.5873313,45.37469225,,,ODOT,,"[2015-03-10,)",641607,146
3002,3,10.2,Park Place (2DS078) @ NB I-205 MP10.2,0.410,1041,5144,3,0.410,10.235,9.825,271,,0102000020110F00000D000000A60A4605F0066AC1A023B9903EAC554106819517EE066AC160E5D07644AC5541B6847C34EA066AC1E8D022EF51AC55419A9999E7E6066AC158C1A8D45DAC5541E258173DE5066AC1C0C117E264AC5541A0F831EEE3066AC1A080261A6BAC5541D066D59DE2066AC1806ABC4C71AC55419C33A268E1066AC1F07C3F2D78AC55412FDD240CE0066AC1C0F5285882AC5541B5A679A7DE066AC1206C786A8DAC55410BB5A6B7D6066AC1C820B04ACDAC5541501E16E8CF066AC1684DF3FA01AD5541448B6CFBCD066AC198BB968811AD5541,0101000020110F00001F6689E942076AC1CA119BD08FAB5541,2012-03-01 00:00:00-08,2014-10-23 23:59:40-07,-122.5873313,45.37469225,,,ODOT,,"[2012-03-01,2014-10-23)",629702,146
1126,4,14.32,Sunnybrook (2R029) to SB I-205,0.600,1125,1106,3,0.600,13.850,14.450,241,,0102000020110F0000130000002041F12519066AC1C00E9CA74EB45541D7A3702B19066AC13867446144B455412C65194E19066AC1A0F831463AB455414CC8079719066AC1E0718A1A2EB45541865AD3E819066AC14060E5FC22B45541E2C798691A066AC1E895B26818B455416ADE710C1B066AC170C5FE360FB455411FF46C461B066AC1D8F0F44E0CB45541325530DA1B066AC1304CA6E604B4554104560E671D066AC1903A0159F7B35541A5BDC1EB1E066AC1305530C6EAB35541F8E4616521066AC1C0A8A4E6DBB35541F0A7C6BD23066AC1D89AE6B5CFB3554166F7E4DF27066AC1E8AE253CBDB355415AD3BCEF2B066AC148EA049CADB35541B4C8762A39066AC1A879C78980B3554190C2F5A63B066AC128F6973178B35541BC74936850066AC1E0361AF831B35541AEB6622558066AC1409B553318B35541,0101000020110F00004A62DDCB26066AC1CC50ED41C5B35541,2015-03-09 08:36:20-07,,-122.566913247135,45.4277109201023,,,ODOT,,"[2015-03-09,)",641405,120
1126,4,14.32,Sunnybrook (2R029) to SB I-205,0.600,1125,1106,3,0.600,13.850,14.450,241,,0102000020110F0000130000002041F12519066AC1C00E9CA74EB45541D7A3702B19066AC13867446144B455412C65194E19066AC1A0F831463AB455414CC8079719066AC1E0718A1A2EB45541865AD3E819066AC14060E5FC22B45541E2C798691A066AC1E895B26818B455416ADE710C1B066AC170C5FE360FB455411FF46C461B066AC1D8F0F44E0CB45541325530DA1B066AC1304CA6E604B4554104560E671D066AC1903A0159F7B35541A5BDC1EB1E066AC1305530C6EAB35541F8E4616521066AC1C0A8A4E6DBB35541F0A7C6BD23066AC1D89AE6B5CFB3554166F7E4DF27066AC1E8AE253CBDB355415AD3BCEF2B066AC148EA049CADB35541B4C8762A39066AC1A879C78980B3554190C2F5A63B066AC128F6973178B35541BC74936850066AC1E0361AF831B35541AEB6622558066AC1409B553318B35541,0101000020110F00004A62DDCB26066AC1CC50ED41C5B35541,2014-12-02 16:20:00-08,2015-03-09 08:36:20-07,-122.566913247135,45.4277109201023,,,ODOT,,"[2014-12-02,2015-03-09)",640129,120
10704,501,1.64,North of 4th Pln,0.195,1580,1506,3,0.195,1.720,1.525,005es00164:_MN,,,0101000020110F0000E45EF5F84E0B6AC14FFA90BCA4D45541,2020-07-23 00:59:22-07,2024-02-15 07:29:22-08,-122.661788,45.639532,,,WSDOT,,"[2020-07-23,2024-02-15)",676454,4710
10704,501,1.64,North of 4th Pln,0.140,1580,10830,3,0.140,1.665,1.525,005es00164:_MN,,,0101000020110F0000E45EF5F84E0B6AC14FFA90BCA4D45541,2024-02-15 07:29:22-08,,-122.661788,45.639532,,,WSDOT,,"[2024-02-15,)",679532,4710
1126,4,14.32,Sunnybrook (2R029) to SB I-205,0.600,1125,1106,3,0.600,13.850,14.450,241,,0102000020110F0000130000002041F12519066AC1C00E9CA74EB45541D7A3702B19066AC13867446144B455412C65194E19066AC1A0F831463AB455414CC8079719066AC1E0718A1A2EB45541865AD3E819066AC14060E5FC22B45541E2C798691A066AC1E895B26818B455416ADE710C1B066AC170C5FE360FB455411FF46C461B066AC1D8F0F44E0CB45541325530DA1B066AC1304CA6E604B4554104560E671D066AC1903A0159F7B35541A5BDC1EB1E066AC1305530C6EAB35541F8E4616521066AC1C0A8A4E6DBB35541F0A7C6BD23066AC1D89AE6B5CFB3554166F7E4DF27066AC1E8AE253CBDB355415AD3BCEF2B066AC148EA049CADB35541B4C8762A39066AC1A879C78980B3554190C2F5A63B066AC128F6973178B35541BC74936850066AC1E0361AF831B35541AEB6622558066AC1409B553318B35541,0101000020110F00004A62DDCB26066AC1CC50ED41C5B35541,2014-12-01 16:09:40-08,2014-12-02 16:20:00-08,-122.566913247135,45.4277109201023,,,ODOT,,"[2014-12-01,2014-12-02)",639964,120
1126,4,14.32,Sunnybrook (2R029) to SB I-205,0.600,1125,1106,3,0.600,13.850,14.450,241,,0102000020110F0000130000002041F12519066AC1C00E9CA74EB45541D7A3702B19066AC13867446144B455412C65194E19066AC1A0F831463AB455414CC8079719066AC1E0718A1A2EB45541865AD3E819066AC14060E5FC22B45541E2C798691A066AC1E895B26818B455416ADE710C1B066AC170C5FE360FB455411FF46C461B066AC1D8F0F44E0CB45541325530DA1B066AC1304CA6E604B4554104560E671D066AC1903A0159F7B35541A5BDC1EB1E066AC1305530C6EAB35541F8E4616521066AC1C0A8A4E6DBB35541F0A7C6BD23066AC1D89AE6B5CFB3554166F7E4DF27066AC1E8AE253CBDB355415AD3BCEF2B066AC148EA049CADB35541B4C8762A39066AC1A879C78980B3554190C2F5A63B066AC128F6973178B35541BC74936850066AC1E0361AF831B35541AEB6622558066AC1409B553318B35541,0101000020110F00004A62DDCB26066AC1CC50ED41C5B35541,2012-03-01 00:00:00-08,2014-10-23 23:59:40-07,-122.566913247135,45.4277109201023,,,ODOT,,"[2012-03-01,2014-10-23)",629734,120
10830,501,1.69,NB 4th Plain,0.080,10704,1506,4,0.080,1.745,1.665,005es00169:_MN,,,0101000020110F0000C4380AB9470B6AC1FFCE78578BD45541,2024-02-15 07:29:22-08,2024-02-22 18:15:02-08,-122.661267,45.638894,,,WSDOT,,"[2024-02-15,2024-02-22)",679677,4773
10831,501,1.23,MP 1.23,0.265,1504,1580,3,0.265,1.320,1.055,005es00123:_MN,,,0101000020110F0000FE156DEE6C0B6AC1F7C3ADB0CCD35541,2024-02-22 18:10:02-08,,-122.663941,45.634104,,,WSDOT,,"[2024-02-22,)",679738,4742
10830,501,1.69,NB 4th Plain,0.030,10704,10832,4,0.030,1.695,1.665,005es00169:_MN,,,0101000020110F0000C4380AB9470B6AC1FFCE78578BD45541,2024-02-22 18:15:02-08,,-122.661267,45.638894,,,WSDOT,,"[2024-02-22,)",679724,4773
10833,502,1.23,MP 1.23,0.265,1581,1503,3,0.265,1.055,1.320,005es00123:_MS,,,0101000020110F0000FE156DEE6C0B6AC1F7C3ADB0CCD35541,2024-02-22 18:10:02-08,,-122.663941,45.634104,,,WSDOT,,"[2024-02-22,)",679740,4744
1533,55,27.8,10th,0.430,10813,1609,3,0.430,27.530,27.960,205es02780:_MS,,,0101000020110F000046E24E1B79056AC1FC7CB3CCB5D05541,2012-03-13 16:49:02-07,2015-03-27 14:49:42-07,-122.554431,45.614229,,,WSDOT,,"[2012-03-13,2015-03-27)",672023,434
1533,55,27.8,10th,0.430,10813,1609,3,0.430,27.530,27.960,205es02780:_MS,,,0101000020110F000046E24E1B79056AC1FC7CB3CCB5D05541,2015-03-27 14:49:42-07,2024-01-14 22:41:42-08,-122.554431,45.614229,,,WSDOT,,"[2015-03-27,2024-01-14)",673416,434
1533,55,27.8,10th,0.430,10813,1609,3,0.430,27.530,27.960,205es02780:_MS,,,0101000020110F000046E24E1B79056AC1FC7CB3CCB5D05541,2024-01-14 22:41:42-08,2024-01-15 18:17:22-08,-122.554431,45.614229,,,WSDOT,,"[2024-01-14,2024-01-15)",678886,434
1533,55,27.8,10th,0.430,10813,1609,3,0.430,27.530,27.960,205es02780:_MS,,,0101000020110F000046E24E1B79056AC1FC7CB3CCB5D05541,2024-01-15 18:17:22-08,,-122.554431,45.614229,,,WSDOT,,"[2024-01-15,)",679087,434
1536,55,34.81,50th AVE,0.635,1537,10393,2,0.635,34.580,35.215,205es03481:_MS,,,0101000020110F0000327422600C096AC1A3BF3DD8EADD5541,2012-03-13 16:49:02-07,2013-12-11 16:27:42-08,-122.620207,45.699145,,,WSDOT,,"[2012-03-13,2013-12-11)",672054,409
1073,10,5.95,OR 99W (2R334) to SB OR 217,0.830,1072,1074,2,0.830,5.530,6.360,20,,0102000020110F000014000000CC7F489D0B116AC1E8FBA9797CB55541DF4F8D1909116AC158302A9978B555411895D44D00116AC1D088D26A6AB555415839B4F0F8106AC1C0D32BD55DB55541295C8F48F3106AC1782D214F54B55541D4BCE364F0106AC1400AD7B34EB555418A8EE4E8EC106AC108560EF147B55541847CD053E5106AC1D878E96E3AB55541A2D634E1D9106AC10066F71825B5554140A4DFA8CF106AC160FE43820FB5554126C28677C4106AC1900F7ACEF5B45541787AA5DABF106AC1D066D57BEAB4554116FBCB28BE106AC160E5D052E6B45541645DDCE0B5106AC170B515BFCFB45541F0A7C6D3AB106AC14837893DB4B45541168C4AD0A4106AC1C8B12E829FB45541075F98C090106AC1587DAE9E64B45541D85F76B586106AC1B8F3FD9047B45541E6AE251881106AC1880D4FAB37B455413CDF4FC974106AC1903A019D14B45541,0101000020110F0000FC20F3F2A8106AC10CB57CAFA8B45541,2012-03-01 00:00:00-08,2015-02-05 10:53:20-08,-122.76024166834,45.4334458653619,,,ODOT,,"[2012-03-01,2015-02-05)",629688,290
1073,10,5.95,OR 99W (2R334) to SB OR 217,0.450,10361,10380,2,0.450,5.690,6.140,20,,0102000020110F000014000000CC7F489D0B116AC1E8FBA9797CB55541DF4F8D1909116AC158302A9978B555411895D44D00116AC1D088D26A6AB555415839B4F0F8106AC1C0D32BD55DB55541295C8F48F3106AC1782D214F54B55541D4BCE364F0106AC1400AD7B34EB555418A8EE4E8EC106AC108560EF147B55541847CD053E5106AC1D878E96E3AB55541A2D634E1D9106AC10066F71825B5554140A4DFA8CF106AC160FE43820FB5554126C28677C4106AC1900F7ACEF5B45541787AA5DABF106AC1D066D57BEAB4554116FBCB28BE106AC160E5D052E6B45541645DDCE0B5106AC170B515BFCFB45541F0A7C6D3AB106AC14837893DB4B45541168C4AD0A4106AC1C8B12E829FB45541075F98C090106AC1587DAE9E64B45541D85F76B586106AC1B8F3FD9047B45541E6AE251881106AC1880D4FAB37B455413CDF4FC974106AC1903A019D14B45541,0101000020110F0000FC20F3F2A8106AC10CB57CAFA8B45541,2017-07-13 14:47:20-07,,-122.76024166834,45.4334458653619,,,ODOT,,"[2017-07-13,)",649117,290
3183,7,16.9,Marine Dr (2DS028) @ EB I-84 MP16.9,0.980,3151,,2,0.980,17.4,16.420,293,,0102000020110F0000120000008C6CE7A39BFD69C12875029697C55541F085C99E8FFD69C1604BC8CFA5C555413A234A5F84FD69C19006F036B1C555413E0AD7CB7BFD69C1E02D90C4B9C55541A69BC42E75FD69C108A39292C0C55541F31FD2816FFD69C1483789D1C5C555418941606169FD69C1A067B392CAC55541ABCFD5FE61FD69C108C58F09CFC555410000008058FD69C1E0E00B33D4C555418EE4F22554FD69C1E8D9AC7ED6C555410A6822024FFD69C1C0F528C0D8C555411A2FDDBA48FD69C190ED7CBBDAC55541865AD3843EFD69C1F0A7C633DDC55541BB270F9533FD69C1D03B4EF1DEC55541D578E9BC27FD69C1F038451BE1C555413AB4C8DC1BFD69C1D812F215E3C555415839B4F419FD69C1F8285C67E3C55541840D4F7510FD69C130BB27DBE4C55541,0101000020110F0000C1A4D04E28FD69C1B1CC060AE6C55541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.4014444,45.54461998,,,ODOT,,"[2014-10-23,2014-10-24)",638517,164
1073,10,5.95,OR 99W (2R334) to SB OR 217,0.450,10361,10315,2,0.450,5.690,6.140,20,,0102000020110F000014000000CC7F489D0B116AC1E8FBA9797CB55541DF4F8D1909116AC158302A9978B555411895D44D00116AC1D088D26A6AB555415839B4F0F8106AC1C0D32BD55DB55541295C8F48F3106AC1782D214F54B55541D4BCE364F0106AC1400AD7B34EB555418A8EE4E8EC106AC108560EF147B55541847CD053E5106AC1D878E96E3AB55541A2D634E1D9106AC10066F71825B5554140A4DFA8CF106AC160FE43820FB5554126C28677C4106AC1900F7ACEF5B45541787AA5DABF106AC1D066D57BEAB4554116FBCB28BE106AC160E5D052E6B45541645DDCE0B5106AC170B515BFCFB45541F0A7C6D3AB106AC14837893DB4B45541168C4AD0A4106AC1C8B12E829FB45541075F98C090106AC1587DAE9E64B45541D85F76B586106AC1B8F3FD9047B45541E6AE251881106AC1880D4FAB37B455413CDF4FC974106AC1903A019D14B45541,0101000020110F0000FC20F3F2A8106AC10CB57CAFA8B45541,2016-03-04 01:44:40-08,2017-07-13 14:47:20-07,-122.76024166834,45.4334458653619,,,ODOT,,"[2016-03-04,2017-07-13)",646757,290
1073,10,5.95,OR 99W (2R334) to SB OR 217,0.670,1072,10315,2,0.670,5.690,6.360,20,,0102000020110F000014000000CC7F489D0B116AC1E8FBA9797CB55541DF4F8D1909116AC158302A9978B555411895D44D00116AC1D088D26A6AB555415839B4F0F8106AC1C0D32BD55DB55541295C8F48F3106AC1782D214F54B55541D4BCE364F0106AC1400AD7B34EB555418A8EE4E8EC106AC108560EF147B55541847CD053E5106AC1D878E96E3AB55541A2D634E1D9106AC10066F71825B5554140A4DFA8CF106AC160FE43820FB5554126C28677C4106AC1900F7ACEF5B45541787AA5DABF106AC1D066D57BEAB4554116FBCB28BE106AC160E5D052E6B45541645DDCE0B5106AC170B515BFCFB45541F0A7C6D3AB106AC14837893DB4B45541168C4AD0A4106AC1C8B12E829FB45541075F98C090106AC1587DAE9E64B45541D85F76B586106AC1B8F3FD9047B45541E6AE251881106AC1880D4FAB37B455413CDF4FC974106AC1903A019D14B45541,0101000020110F0000FC20F3F2A8106AC10CB57CAFA8B45541,2015-02-05 10:53:20-08,2016-03-04 01:44:40-08,-122.76024166834,45.4334458653619,,,ODOT,,"[2015-02-05,2016-03-04)",640790,290
1536,55,34.81,50th AVE,0.635,1537,10393,2,0.635,34.580,35.215,205es03481:_MS,,,0101000020110F0000327422600C096AC1A3BF3DD8EADD5541,2013-12-11 16:27:42-08,,-122.620207,45.699145,,,WSDOT,,"[2013-12-11,)",672782,409
1042,3,11.05,82nd Dr/Gladstone (2DS169) to NB I-205,1.245,1144,1043,3,1.245,11.995,10.750,219,,0102000020110F000008000000448B6CFBCD066AC198BB968811AD55418BFD6593CC066AC1C8A145E61CAD5541AE47E14CCB066AC15820413527AD5541569FABB9C7066AC1C8EEC96F41AD554110E9B723B8066AC1D8F97EE6B8AD55412A189594A5066AC1886CE78346AE55414850FCEE93066AC168446927CAAE554116D9CE9F87066AC130E6AEB91EAF5541,0101000020110F00009111365CE1066AC127743D4483AC5541,2015-03-10 10:22:00-07,,-122.5803207,45.380837,,,ODOT,,"[2015-03-10,)",641619,100
1042,3,11.05,82nd Dr/Gladstone (2DS169) to NB I-205,1.245,1144,1043,3,1.245,11.995,10.750,219,,0102000020110F000008000000448B6CFBCD066AC198BB968811AD55418BFD6593CC066AC1C8A145E61CAD5541AE47E14CCB066AC15820413527AD5541569FABB9C7066AC1C8EEC96F41AD554110E9B723B8066AC1D8F97EE6B8AD55412A189594A5066AC1886CE78346AE55414850FCEE93066AC168446927CAAE554116D9CE9F87066AC130E6AEB91EAF5541,0101000020110F00009111365CE1066AC127743D4483AC5541,2012-03-01 00:00:00-08,2014-10-23 23:59:40-07,-122.5803207,45.380837,,,ODOT,,"[2012-03-01,2014-10-23)",629732,100
1028,2,305.97,Columbia (2R011) to SB I-5,0.495,6069,1029,3,0.495,305.740,306.235,185,,0102000020110F000006000000B442234A450C6AC1C16CDED216CC5541F673C569480C6AC172B924722FCC5541F824811F510C6AC14DBEB08766CC554129084AA7580C6AC175246C0B95CC5541181D8DBB5A0C6AC14B5834E3A1CC554160DA7A9C620C6AC14BE54233D3CC5541,0101000020110F000072B932404C0C6AC116408D914ACC5541,2012-03-01 00:00:00-08,2014-10-23 13:02:40-07,-122.6799899,45.58578903,,,ODOT,,"[2012-03-01,2014-10-23)",629563,80
1580,501,1.41,South of 4th Pln,0.205,10831,10704,3,0.205,1.525,1.320,005es00141:_MN,,,0101000020110F000051456B1B540B6AC188E616681DD45541,2012-03-13 16:49:02-07,2020-07-23 00:59:22-07,-122.662157,45.636132,,,WSDOT,,"[2012-03-13,2020-07-23)",672069,419
1028,2,305.97,Columbia (2R011) to SB I-5,0.350,1147,3174,3,0.350,305.935,306.285,185,,0102000020110F000006000000B442234A450C6AC1C16CDED216CC5541F673C569480C6AC172B924722FCC5541F824811F510C6AC14DBEB08766CC554129084AA7580C6AC175246C0B95CC5541181D8DBB5A0C6AC14B5834E3A1CC554160DA7A9C620C6AC14BE54233D3CC5541,0101000020110F000072B932404C0C6AC116408D914ACC5541,2015-06-16 15:26:40-07,,-122.6799899,45.58578903,,,ODOT,,"[2015-06-16,)",642596,80
1028,2,305.97,Columbia (2R011) to SB I-5,0.300,6069,3174,3,0.300,305.935,306.235,185,,0102000020110F000006000000B442234A450C6AC1C16CDED216CC5541F673C569480C6AC172B924722FCC5541F824811F510C6AC14DBEB08766CC554129084AA7580C6AC175246C0B95CC5541181D8DBB5A0C6AC14B5834E3A1CC554160DA7A9C620C6AC14BE54233D3CC5541,0101000020110F000072B932404C0C6AC116408D914ACC5541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.6799899,45.58578903,,,ODOT,,"[2014-10-23,2014-10-24)",638623,80
1029,2,305.51,WB Lombard (2R013) to SB I-5,0.100,3173,1030,3,0.100,305.455,305.555,184,,0102000020110F00000200000006A2A2133A0C6AC165FAA6EF0FCB5541437280053A0C6AC15942B7D145CB5541,0101000020110F000042E474C53B0C6AC16F3F7AFFDECA5541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.6788056,45.57664554,,,ODOT,,"[2014-10-23,2014-10-24)",638781,79
1029,2,305.51,WB Lombard (2R013) to SB I-5,0.285,1028,1030,3,0.285,305.455,305.740,184,,0102000020110F00000200000006A2A2133A0C6AC165FAA6EF0FCB5541437280053A0C6AC15942B7D145CB5541,0101000020110F000042E474C53B0C6AC16F3F7AFFDECA5541,2012-03-01 00:00:00-08,2014-10-23 13:02:40-07,-122.6788056,45.57664554,,,ODOT,,"[2012-03-01,2014-10-23)",629680,79
1020,1,304.3,Alberta (2DS149) to NB I-5,0.260,1019,2020,2,0.260,304.350,304.090,167,,0102000020110F000007000000F357F48D370C6AC11AA6F0D869C955413D29D18D370C6AC1817E6A8B5EC95541F7F2831D370C6AC14B4BF2EE00C955416A1F25C3360C6AC1DA967BF3D5C85541EC64CE90360C6AC179CB502181C85541EFDCA89F360C6AC1E8A481533AC85541C5311CFD360C6AC17714BE9901C85541,0101000020110F00003310935A380C6AC1FF4A34B762C85541,2012-03-01 00:00:00-08,2014-10-23 23:59:40-07,-122.67856,45.56064,,,ODOT,,"[2012-03-01,2014-10-23)",629553,64
1020,1,304.3,Alberta (2DS149) to NB I-5,0.620,1019,1021,2,0.620,304.710,304.090,167,,0102000020110F000007000000F357F48D370C6AC11AA6F0D869C955413D29D18D370C6AC1817E6A8B5EC95541F7F2831D370C6AC14B4BF2EE00C955416A1F25C3360C6AC1DA967BF3D5C85541EC64CE90360C6AC179CB502181C85541EFDCA89F360C6AC1E8A481533AC85541C5311CFD360C6AC17714BE9901C85541,0101000020110F00003310935A380C6AC1FF4A34B762C85541,2015-06-16 14:58:20-07,,-122.67856,45.56064,,,ODOT,,"[2015-06-16,)",642589,64
1029,2,305.51,WB Lombard (2R013) to SB I-5,0.100,3173,1030,3,0.100,305.455,305.555,184,,0102000020110F00000200000006A2A2133A0C6AC165FAA6EF0FCB5541437280053A0C6AC15942B7D145CB5541,0101000020110F000042E474C53B0C6AC16F3F7AFFDECA5541,2015-06-17 16:22:20-07,,-122.6788056,45.57664554,,,ODOT,,"[2015-06-17,)",643033,79
1032,2,304.08,Alberta (2R015) to SB I-5,0.475,1031,1033,3,0.475,303.990,304.465,181,,0102000020110F000006000000F849E8633A0C6AC1D3084268B3C75541BB11454F3A0C6AC1D3775036BFC75541C5F43B4E3A0C6AC12DEB30C5DFC75541E9766FC4390C6AC1EADF895349C8554155B3EB84390C6AC16AB1F6F572C85541CA395D4C3A0C6AC1E9B28123CFC85541,0101000020110F0000275BB5323E0C6AC17D90E316E9C75541,2012-03-01 00:00:00-08,2014-10-23 23:59:40-07,-122.67898,45.55758,,,ODOT,,"[2012-03-01,2014-10-23)",629580,76
1032,2,304.08,Alberta (2R015) to SB I-5,0.850,3173,1033,3,0.850,303.990,304.840,181,,0102000020110F000006000000F849E8633A0C6AC1D3084268B3C75541BB11454F3A0C6AC1D3775036BFC75541C5F43B4E3A0C6AC12DEB30C5DFC75541E9766FC4390C6AC1EADF895349C8554155B3EB84390C6AC16AB1F6F572C85541CA395D4C3A0C6AC1E9B28123CFC85541,0101000020110F0000275BB5323E0C6AC17D90E316E9C75541,2015-06-16 15:21:40-07,2015-06-17 14:08:40-07,-122.67898,45.55758,,,ODOT,,"[2015-06-16,2015-06-17)",642731,76
1032,2,304.08,Alberta (2R015) to SB I-5,0.200,10640,1033,3,0.200,303.990,304.190,181,,0102000020110F000006000000F849E8633A0C6AC1D3084268B3C75541BB11454F3A0C6AC1D3775036BFC75541C5F43B4E3A0C6AC12DEB30C5DFC75541E9766FC4390C6AC1EADF895349C8554155B3EB84390C6AC16AB1F6F572C85541CA395D4C3A0C6AC1E9B28123CFC85541,0101000020110F0000275BB5323E0C6AC17D90E316E9C75541,2020-08-12 09:01:00-07,,-122.67898,45.55758,,,ODOT,,"[2020-08-12,)",656952,76
1019,1,303.88,Going (2R002) to NB I-5,0.900,1018,1020,2,0.900,304.090,303.190,166,,0102000020110F000008000000C5311CFD360C6AC17714BE9901C85541E7D7CD2C370C6AC1DC42BAA5E4C755414D58952B370C6AC1EC8C5084D8C755410BC7FA49370C6AC1746F9ADDACC7554194D3AA67370C6AC102E8772D82C7554122D897AD370C6AC12BE6EF3852C755411C47A1BB370C6AC1E37FFC1B2EC755413E2E3A00380C6AC1ECB6F6BFFAC65541,0101000020110F000024C0A3F5360C6AC1B96CC3D5BBC75541,2012-03-01 00:00:00-08,2014-06-09 09:50:00-07,-122.6784598,45.5564414,,,ODOT,,"[2012-03-01,2014-06-09)",629677,63
1032,2,304.08,Alberta (2R015) to SB I-5,0.475,1031,1033,3,0.475,303.990,304.465,181,,0102000020110F000006000000F849E8633A0C6AC1D3084268B3C75541BB11454F3A0C6AC1D3775036BFC75541C5F43B4E3A0C6AC12DEB30C5DFC75541E9766FC4390C6AC1EADF895349C8554155B3EB84390C6AC16AB1F6F572C85541CA395D4C3A0C6AC1E9B28123CFC85541,0101000020110F0000275BB5323E0C6AC17D90E316E9C75541,2015-06-17 14:08:40-07,2020-08-12 09:01:00-07,-122.67898,45.55758,,,ODOT,,"[2015-06-17,2020-08-12)",642988,76
1019,1,303.88,Going (2R002) to NB I-5,0.890,3169,1020,2,0.890,304.090,303.200,166,,0102000020110F000008000000C5311CFD360C6AC17714BE9901C85541E7D7CD2C370C6AC1DC42BAA5E4C755414D58952B370C6AC1EC8C5084D8C755410BC7FA49370C6AC1746F9ADDACC7554194D3AA67370C6AC102E8772D82C7554122D897AD370C6AC12BE6EF3852C755411C47A1BB370C6AC1E37FFC1B2EC755413E2E3A00380C6AC1ECB6F6BFFAC65541,0101000020110F000024C0A3F5360C6AC1B96CC3D5BBC75541,2014-06-09 09:50:00-07,2014-10-23 13:02:40-07,-122.6784598,45.5564414,,,ODOT,,"[2014-06-09,2014-10-23)",632516,63
1030,2,305.4,EB Lombard (2R012) to SB I-5,0.330,1029,1031,3,0.330,305.125,305.455,183,,0102000020110F0000050000004BA910F33A0C6AC1843B264B41CA5541DE278E8F3A0C6AC1AFDB1B4995CA554177B8141C3A0C6AC1C8F153B2EFCA55413B0A8F1A3A0C6AC151A2AF88F5CA554106A2A2133A0C6AC165FAA6EF0FCB5541,0101000020110F0000E29F2E6E3B0C6AC1B38F4F8F70CA5541,2015-06-17 16:26:40-07,,-122.6787811,45.57386782,,,ODOT,,"[2015-06-17,)",643026,78
1030,2,305.4,EB Lombard (2R012) to SB I-5,0.330,1029,1031,3,0.330,305.125,305.455,183,,0102000020110F0000050000004BA910F33A0C6AC1843B264B41CA5541DE278E8F3A0C6AC1AFDB1B4995CA554177B8141C3A0C6AC1C8F153B2EFCA55413B0A8F1A3A0C6AC151A2AF88F5CA554106A2A2133A0C6AC165FAA6EF0FCB5541,0101000020110F0000E29F2E6E3B0C6AC1B38F4F8F70CA5541,2012-03-01 00:00:00-08,2014-10-23 23:59:40-07,-122.6787811,45.57386782,,,ODOT,,"[2012-03-01,2014-10-23)",629664,78
230,3,24.82,WB Airport Way (2R056) to NB I-205,0.755,1140,232,4,0.755,24.870,24.115,364,,0102000020110F00000E000000B348A87DA3056AC13F97DEDE0CC955417BFFEBEF86056AC16C7D6AC849C9554190F123A85B056AC1950A8F6BA8C9554110D35A0244056AC1449022D6DBC95541835E55D839056AC14E886176F2C95541801BDE8A36056AC176CDCDF7F9C95541A10B154736056AC1366AF591FAC9554161BFC55F34056AC1A26979E5FEC95541AECE2D182F056AC13C7E3CE50ACA554105E63CA425056AC1751DDAEE21CA5541D0437F3D1E056AC12600104235CA55414D67318817056AC1A4A4896248CA5541FE4D5E290F056AC1EC60162962CA55418AF68CFE0E056AC17855E7B562CA5541,0101000020110F0000132CE4A219056AC153E27F1529CA5541,2016-05-24 11:32:40-07,,-122.54757,45.57207,,,ODOT,,"[2016-05-24,)",647479,213
1580,501,1.41,South of 4th Pln,0.205,10831,10704,3,0.205,1.525,1.320,005es00141:_MN,,,0101000020110F000051456B1B540B6AC188E616681DD45541,2020-07-23 00:59:22-07,2024-02-22 18:10:02-08,-122.662157,45.636132,,,WSDOT,,"[2020-07-23,2024-02-22)",676566,419
